DRUG_CONCEPT_ID,STANDARD_CONCEPT_NAME,STANDARD_CONCEPT_CODE,STANDARD_VOCABULARY
40238220,docusate sodium 100 MG,1099278,RxNorm
40239987,fidaxomicin 200 MG Oral Tablet,1111106,RxNorm
42902630,lidocaine hydrochloride 10 MG/ML Prefilled Syringe,1359743,RxNorm
46221332,isavuconazonium sulfate 372 MG Injection [Cresemba],1608815,RxNorm
40238416,nefazodone hydrochloride 100 MG Oral Tablet [Serzone],1098651,RxNorm
19054657,24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Dilcardia XL],227164,RxNorm
40163272,perindopril erbumine 4 MG Oral Tablet [Aceon],854990,RxNorm
19009934,vitamin E 800 UNT,333751,RxNorm
40164915,metformin hydrochloride 500 MG / rosiglitazone 1 MG [Avandamet],861796,RxNorm
19074975,ceftriaxone 100 MG/ML Injectable Solution,309090,RxNorm
36250070,ciclesonide 0.037 MG/ACTUAT Metered Dose Nasal Spray,1797838,RxNorm
19027666,"50 ML cytomegalovirus immune globulin, human 50 MG/ML Injection",204528,RxNorm
528327,1 ML hepatitis B surface antigen vaccine 0.02 MG/ML Prefilled Syringe,798426,RxNorm
19098331,albuterol 0.417 MG/ML Inhalation Solution [Accuneb],352051,RxNorm
44186991,Albuterol / Ipratropium Injectable Solution,OMOP3063714,RxNorm Extension
1718060,caspofungin acetate 50 MG Injection [Cancidas],828757,RxNorm
40162851,bethanechol chloride 50 MG Oral Tablet [Urecholine],857344,RxNorm
19122209,amlodipine 5 MG / atorvastatin 20 MG Oral Tablet,597980,RxNorm
35604924,brivaracetam 25 MG Oral Tablet [Briviact],1739774,RxNorm
40171378,dextran 70 1 MG/ML / hypromellose 3 MG/ML Ophthalmic Solution [Tears Naturale],900105,RxNorm
40237547,24 HR niacin 750 MG Extended Release Oral Tablet,1098143,RxNorm
19047810,abacavir 300 MG Oral Tablet [Ziagen],213460,RxNorm
1517070,desmopressin,3251,RxNorm
19044920,Levemir,400560,RxNorm
36249288,nitroglycerin 0.4 MG Sublingual Powder [Gonitro],1799434,RxNorm
19121806,sumatriptan 5 MG/ACTUAT Nasal Spray [Imitrex],582330,RxNorm
19000498,mefloquine,6694,RxNorm
1593584,20 ML mepivacaine hydrochloride 20 MG/ML Injection,1866524,RxNorm
19077884,sodium acetate,56443,RxNorm
19112573,"synthetic conjugated estrogens, A 0.45 MG Oral Tablet",476540,RxNorm
40223821,fexofenadine hydrochloride 30 MG Oral Tablet,997488,RxNorm
40222882,methylergonovine maleate 0.2 MG Oral Tablet [Methergine],996826,RxNorm
19133614,diltiazem hydrochloride 120 MG Oral Tablet,831054,RxNorm
961164,ranitidine 0.5 MG/ML Injectable Solution,312769,RxNorm
40224358,pilocarpine hydrochloride 20 MG/ML Ophthalmic Solution [Pilocar],1000876,RxNorm
40237617,adenovirus type 7 vaccine live,1099937,RxNorm
19038722,doxazosin 8 MG [Cardura],566444,RxNorm
40165263,rosuvastatin calcium 5 MG [Crestor],859425,RxNorm
19118323,oxaprozin 600 MG [Daypro],568030,RxNorm
19121000,aripiprazole 10 MG [Abilify],576003,RxNorm
19127610,penicillin G sodium 100000 UNT/ML Injectable Solution,745302,RxNorm
19133019,amoxicillin 250 MG / clavulanate 125 MG Oral Tablet [Augmentin],824186,RxNorm
40163906,24 HR alfuzosin hydrochloride 10 MG Extended Release Oral Tablet [UroXatral],861134,RxNorm
40164911,metformin hydrochloride 500 MG / repaglinide 2 MG Oral Tablet [PrandiMet],861792,RxNorm
35604781,pemetrexed Injection,1728071,RxNorm
40220771,{21 (ethinyl estradiol 0.03 MG / levonorgestrel 0.15 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Lillow 28 Day],1805273,RxNorm
37499742,1 ML benralizumab 30 MG/ML Auto-Injector,2205632,RxNorm
1319903,24 HR nisoldipine 20 MG Extended Release Oral Tablet,311984,RxNorm
40234019,triamcinolone acetonide 1 MG/ML Topical Lotion,1085745,RxNorm
42800622,cyclopentolate hydrochloride 10 MG/ML Ophthalmic Solution [Cyclogyl],1298356,RxNorm
42904211,silybum marianum seed oil,1358002,RxNorm
43013199,thrombin alfa 1000 UNT/ML Topical Solution [Recothrom],1367420,RxNorm
35603822,30 ML bupivacaine hydrochloride 7.5 MG/ML Injection [Marcaine],1724794,RxNorm
35604259,5 ML irinotecan hydrochloride 20 MG/ML Injection,1726324,RxNorm
1356047,prucalopride 2 MG Oral Tablet [Motegrity],2107355,RxNorm
19071454,dofetilide 0.125 MG Oral Capsule [Tikosyn],284404,RxNorm
19004636,trifluoperazine 1 MG Oral Tablet [Stelazine],104754,RxNorm
40167207,metoprolol succinate 200 MG Extended Release Oral Tablet,866422,RxNorm
35604734,hydrocortisone 250 MG Injection,1738590,RxNorm
19087090,amantadine,620,RxNorm
1385800,yohimbine,220982,RxNorm
1314048,atenolol 25 MG,315437,RxNorm
19081460,hydrocortisone 10 MG,316056,RxNorm
19041943,alprazolam 0.25 MG [Xanax],564721,RxNorm
19130883,alanine 21.7 MG/ML / arginine 14.7 MG/ML / aspartate 4.34 MG/ML / glutamate 7.49 MG/ML / glycine 10.4 MG/ML / histidine 8.94 MG/ML / isoleucine 7.49 MG/ML / leucine 10.4 MG/ML / lysine 11.8 MG/ML / methionine 7.49 MG/ML / phenylalanine 10.4 MG/ML / pro...,800588,RxNorm
40175127,levothyroxine sodium 0.3 MG Oral Tablet [Synthroid],966218,RxNorm
40170057,morphine sulfate 60 MG Extended Release Oral Tablet [MS Contin],894813,RxNorm
35604359,10 ML lidocaine hydrochloride 20 MG/ML Injection [Xylocaine],1737764,RxNorm
724856,oxazepam 15 MG Oral Capsule,312134,RxNorm
19118247,methimazole 5 MG [Tapazole],567806,RxNorm
35605386,remifentanil 5 MG Injection [Ultiva],1729712,RxNorm
998598,alpha-D-galactosidase enzyme,259351,RxNorm
19019334,nimodipine 30 MG Oral Capsule,198037,RxNorm
42873300,aluminum hydroxide / magnesium hydroxide Chewable Tablet [Maalox],1302338,RxNorm
44816278,168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System [Ortho Evra],1534811,RxNorm
44818264,mometasone furoate 0.1 MG/ACTUAT Metered Dose Inhaler [Asmanex],1536146,RxNorm
1510804,1 ML epoetin alfa-epbx 3000 UNT/ML Injection [Retacrit],2047608,RxNorm
19077055,estradiol cypionate 5 MG/ML Injectable Solution,310187,RxNorm
40227838,calcium carbonate 1250 MG Oral Tablet [Calci-Mix],1037093,RxNorm
42799347,aspirin 81 MG [Aspir-Low],1293661,RxNorm
43526897,nimodipine 3 MG/ML Oral Solution [Nymalize],1423773,RxNorm
46221171,30 ACTUAT aclidinium bromide 0.4 MG/ACTUAT Dry Powder Inhaler [Tudorza],1607112,RxNorm
35602842,30 ML bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injection [Sensorcaine with Epinephrine],1673298,RxNorm
19038109,Sustiva,195084,RxNorm
40242607,psyllium 525 MG Oral Capsule [Metamucil],1150286,RxNorm
43532924,afatinib 20 MG Oral Tablet,1430446,RxNorm
42902856,testosterone 0.104 MG/HR Transdermal System [Androderm],1359969,RxNorm
19127608,penicillin G potassium 100000 UNT/ML Injectable Solution,745300,RxNorm
40174856,"Immunoglobulin G, Human 200 MG/ML Injectable Solution",902749,RxNorm
19122011,72 HR fentanyl 0.012 MG/HR Transdermal System [Duragesic],583490,RxNorm
19016749,remifentanil,73032,RxNorm
963759,carboxymethylcellulose sodium (0.7 carboxymethyl substitution per saccharide; 1200 MPA.S at 1%),1997244,RxNorm
19132011,risperidone 1 MG Disintegrating Oral Tablet [Risperdal],806298,RxNorm
40162432,24 HR propranolol hydrochloride 120 MG Extended Release Oral Capsule [Inderal],856462,RxNorm
46275327,brexpiprazole 4 MG Oral Tablet [Rexulti],1658345,RxNorm
40238241,divalproex sodium 125 MG Delayed Release Oral Tablet [Depakote],1099626,RxNorm
40166575,bepotastine besilate 15 MG/ML Ophthalmic Solution,863038,RxNorm
1314047,atenolol 100 MG,315436,RxNorm
19087275,magnesium chloride 64 MG,331381,RxNorm
19118344,metoclopramide 10 MG [Reglan],568051,RxNorm
40222064,bupropion hydrochloride 150 MG,993517,RxNorm
40224816,medroxyprogesterone acetate 2.5 MG [Provera],1000138,RxNorm
1301157,melatonin 3 MG Oral Capsule,199639,RxNorm
19025066,atenolol 100 MG Oral Tablet [Atenix],201325,RxNorm
19040227,prazosin 1 MG Oral Capsule [Minipress],208979,RxNorm
40163234,phenytoin sodium 300 MG Extended Release Oral Capsule,855873,RxNorm
19130881,alanine 21.7 MG/ML / arginine 14.7 MG/ML / aspartate 4.34 MG/ML / glutamate 7.49 MG/ML / glycine 10.4 MG/ML / histidine 8.94 MG/ML / isoleucine 7.49 MG/ML / leucine 10.4 MG/ML / lysine 11.8 MG/ML / methionine 7.49 MG/ML / phenylalanine 10.4 MG/ML / pro...,800584,RxNorm
45906055,REGULAR INSULIN,281,CIEL
1110727,cyproheptadine,3013,RxNorm
19129666,24 HR desvenlafaxine succinate 100 MG Extended Release Oral Tablet [Pristiq],790267,RxNorm
1107883,loratadine 10 MG Disintegrating Oral Tablet,311373,RxNorm
42708391,docusate sodium 4 MG/ML Oral Solution,1245391,RxNorm
45776988,diphenhydramine hydrochloride 25 MG / naproxen sodium 220 MG Oral Tablet,1550957,RxNorm
46275315,brexpiprazole 1 MG Oral Tablet [Rexulti],1658333,RxNorm
19034806,methylprednisolone 125 MG Injection [A-MethaPred],207192,RxNorm
1167368,allopurinol 300 MG,315311,RxNorm
1344247,NDA019430 0.3 ML epinephrine 0.5 MG/ML Auto-Injector [Epipen],727386,RxNorm
42902495,atropine sulfate 0.4 MG/ML Prefilled Syringe,1359608,RxNorm
19078827,menthol 100 MG/ML / methyl salicylate 300 MG/ML Topical Cream,311500,RxNorm
19080857,acyclovir 200 MG,315280,RxNorm
1518021,niacin 250 MG,316341,RxNorm
40228841,{24 (ethinyl estradiol 0.01 MG / norethindrone acetate 1 MG Oral Tablet) / 2 (ethinyl estradiol 0.01 MG Oral Tablet) / 2 (ferrous fumarate 75 MG Oral Tablet) } Pack,1037184,RxNorm
42799649,diphenhydramine hydrochloride 10 MG/ML / zinc acetate 1 MG/ML Topical Cream,1292313,RxNorm
42800452,butenafine hydrochloride 10 MG/ML Topical Cream,1298448,RxNorm
42902167,ethinyl estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet,1358762,RxNorm
40220772,{28 (estradiol 0.5 MG / norethindrone acetate 0.1 MG Oral Tablet) } Pack [Amabelz 0.5/0.1 28 Day],1806683,RxNorm
19127907,{21 (ethinyl estradiol 0.035 MG / ethynodiol diacetate 1 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Zovia 1/35E 28 Day],748859,RxNorm
1389857,chondroitin sulfates 400 MG / glucosamine hydrochloride 500 MG / methylsulfonylmethane 167 MG Oral Tablet,823877,RxNorm
19010433,lamotrigine 200 MG Oral Tablet [Lamictal],108782,RxNorm
19068758,linezolid 600 MG Oral Tablet [Zyvox],262091,RxNorm
43012434,24 HR budesonide 9 MG Extended Release Oral Tablet,1366550,RxNorm
906115,tropicamide 5 MG/ML Ophthalmic Solution,313521,RxNorm
1363083,doxazosin 2 MG,328236,RxNorm
19113629,bumetanide 0.25 MG/ML Injectable Solution [Bumetadine],541106,RxNorm
35200054,influenza A virus A/Singapore/GP1908/2015 (H1N1) antigen 0.03 MG/ML / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen 0.03 MG/ML / influenza B virus B/Maryland/15/2016 antigen 0.03 MG/ML Injectable Suspension [Afluria 2018-2019],2050771,RxNorm
40173628,aztreonam 75 MG/ML Inhalation Solution [Cayston],901614,RxNorm
42902808,fluticasone propionate 0.115 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler [Advair],1359921,RxNorm
40213176,meningococcal C conjugate vaccine,103,CVX
1103518,isometheptene,27946,RxNorm
42799045,1 ML atropine sulfate 0.4 MG/ML Prefilled Syringe,1293311,RxNorm
40173198,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine,901505,RxNorm
42902807,fluticasone propionate 0.045 MG/ACTUAT / salmeterol 0.021 MG/ACTUAT Metered Dose Inhaler,1359920,RxNorm
19085630,Ketalar,6129,RxNorm
19043593,pentoxifylline 400 MG [Trental],568238,RxNorm
714684,nefazodone,31565,RxNorm
40097041,vitamin B12 Oral Tablet [B-12 Resin],368446,RxNorm
19113611,cephalexin 50 MG/ML Oral Suspension [Panixine DisperDose],541060,RxNorm
19125457,24 HR alprazolam 0.5 MG Extended Release Oral Tablet [Xanax],687025,RxNorm
19132777,silodosin 8 MG Oral Capsule [Rapaflo],809481,RxNorm
40172566,sugar beet allergenic extract,899359,RxNorm
43013857,vitamin B12 1.5 MG Disintegrating Oral Tablet,1368908,RxNorm
1518134,24 HR niacin 500 MG / simvastatin 20 MG Extended Release Oral Tablet [Simcor],763232,RxNorm
40163076,clomipramine hydrochloride 75 MG Oral Capsule,857305,RxNorm
19078612,indocyanine green,5775,RxNorm
1594157,1.56 ML abaloparatide 2 MG/ML Pen Injector [Tymlos],1921081,RxNorm
40163938,24 HR nitroglycerin 0.1 MG/HR Transdermal System,861657,RxNorm
947705,podofilox,8463,RxNorm
1360373,glucosamine sulfate 500 MG,331697,RxNorm
19068245,etanercept 25 MG/ML Injectable Solution [Enbrel],261105,RxNorm
19034647,methylprednisolone 16 MG Oral Tablet [Medrol],207138,RxNorm
19011911,ascorbic acid 500 MG Chewable Tablet [C-500],211859,RxNorm
35605200,vinorelbine 10 MG/ML Injection,1729420,RxNorm
21170362,Fentanyl 0.025 MG/ML Injectable Solution,OMOP363118,RxNorm Extension
45000680,Water 1000 MG/ML Injectable Solution,50242090109,NDC
19075377,ciprofloxacin 0.003 MG/MG Ophthalmic Ointment,309306,RxNorm
781095,alprazolam 0.25 MG,315314,RxNorm
42800551,betaxolol hydrochloride 20 MG [Kerlone],1297758,RxNorm
42800806,"0.5 ML Haemophilus influenzae type b strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injection",1300466,RxNorm
36249969,estradiol 0.01 MG Vaginal Insert [Yuvafem],1797113,RxNorm
40224891,doxepin hydrochloride 150 MG Oral Capsule,1000064,RxNorm
1560128,ivosidenib 250 MG Oral Tablet,2049878,RxNorm
720727,zaleplon,74667,RxNorm
19003925,24 HR felodipine 10 MG Extended Release Oral Tablet [Plendil],104420,RxNorm
1351116,ubidecarenone 10 MG Oral Capsule,198584,RxNorm
19122506,ramelteon 8 MG Oral Tablet [Rozerem],603162,RxNorm
1799160,oseltamivir 45 MG Oral Capsule,728113,RxNorm
1517148,desmopressin acetate 0.1 MG Oral Tablet [DDAVP],849517,RxNorm
40171407,24 HR lamotrigine 200 MG Extended Release Oral Tablet [Lamictal],900157,RxNorm
35603064,eluxadoline 100 MG Oral Tablet,1719764,RxNorm
1326409,digoxin 0.125 MG,315819,RxNorm
997934,clindamycin 150 MG,328334,RxNorm
1560138,vancomycin 1500 MG Injection,2049890,RxNorm
40240348,1.5 ML leuprolide acetate 7.5 MG/ML Prefilled Syringe,1115472,RxNorm
1036313,sulfacetamide sodium 0.1 MG/MG,346291,RxNorm
19126600,risperidone 50 MG Injection [Risperdal],706829,RxNorm
45775080,efinaconazole,1539753,RxNorm
19124851,bosentan 125 MG Oral Tablet [Tracleer],656660,RxNorm
40171500,24 HR verapamil hydrochloride 120 MG Extended Release Oral Capsule [Verelan],897614,RxNorm
40162603,acetaminophen 300 MG / hydrocodone bitartrate 10 MG Oral Tablet,856980,RxNorm
1309069,minoxidil 10 MG Oral Tablet,197986,RxNorm
1331312,dipyridamole 50 MG Oral Tablet,197622,RxNorm
1592184,{6 (0.4 ML adalimumab 100 MG/ML Auto-Injector) } Pack,1872983,RxNorm
46234177,2 ML adenosine 3 MG/ML Injection,1654169,RxNorm
19077058,estradiol valerate 40 MG/ML Injectable Solution,310191,RxNorm
19127768,14 ACTUAT mometasone furoate 0.22 MG/ACTUAT Dry Powder Inhaler,746810,RxNorm
1036157,starch,10046,RxNorm
19115351,diazepam 5 MG [Valium],563026,RxNorm
40236833,phenazopyridine hydrochloride 100 MG [Pyridium],1094108,RxNorm
19021852,clobazam 10 MG Oral Tablet,199450,RxNorm
19034646,methylprednisolone 8 MG Oral Tablet [Medrol],207137,RxNorm
40172167,dexmethylphenidate hydrochloride 10 MG Oral Tablet [Focalin],899549,RxNorm
1728603,1 ML penicillin G benzathine 600000 UNT/ML Prefilled Syringe,731564,RxNorm
790253,clorazepate,2353,RxNorm
45892088,palbociclib 75 MG Oral Capsule,1601392,RxNorm
19093683,vitamin B6 250 MG,340109,RxNorm
19112611,testosterone 10 MG/ML Topical Gel,477204,RxNorm
904996,ammonium lactate 120 MG/ML Topical Lotion [Lac-Hydrin],543812,RxNorm
1351627,leuprolide acetate 5 MG/ML Injectable Suspension,545851,RxNorm
19045223,ketoprofen 75 MG [Orudis],567788,RxNorm
19121065,tadalafil 20 MG [Cialis],576105,RxNorm
19128323,{21 (desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet) / 7 (inert ingredients 1 MG Oral Tablet) } Pack [Desogen 28 Day],753367,RxNorm
19082787,diltiazem hydrochloride 240 MG [Tiazac],831295,RxNorm
40165966,folic acid 1 MG / polysaccharide iron complex 150 MG / vitamin B12 0.025 MG Oral Capsule [Ferrex 150 Forte],861083,RxNorm
40167016,colesevelam hydrochloride 3750 MG Powder for Oral Suspension,866905,RxNorm
42901764,ascorbic acid 210 MG / biotin 0.3 MG / calcium pantothenate 7 MG / copper sulfate 0.8 MG / ferrous fumarate 130 MG / folic acid 1 MG / magnesium sulfate 6.9 MG / manganese sulfate 1.3 MG / niacin 20 MG / polysaccharide iron complex 92.4 MG / pyridoxine...,1314672,RxNorm
45774714,canagliflozin 150 MG / metformin hydrochloride 1000 MG Oral Tablet [Invokamet],1545156,RxNorm
35605239,cefoxitin 100 MG/ML Injectable Solution,1739890,RxNorm
44123683,Cefazolin 500 MG Injectable Suspension,OMOP1118314,RxNorm Extension
19016152,Clarinex,323342,RxNorm
40232659,hyoscyamine sulfate 0.125 MG Sublingual Tablet [Levsin],1047908,RxNorm
43532878,"0.5 ML influenza A virus vaccine, A-Victoria-361-2011 (H3N2)-like virus 0.03 MG/ML / influenza A-California-7-2009-(H1N1)v-like virus vaccine 0.03 MG/ML / influenza B virus vaccine, B-Massachusetts-2-2012-like virus 0.03 MG/ML Prefilled Syringe [Fluzon...",1429607,RxNorm
36408146,Cyclophosphamide 20 MG/ML Injectable Solution,OMOP3100188,RxNorm Extension
40236469,methylphenidate hydrochloride 36 MG Extended Release Oral Tablet,1091188,RxNorm
19043982,acamprosate calcium 333 MG Delayed Release Oral Tablet [Campral],835728,RxNorm
40239442,{6 (ascorbic acid 100 MG / biotin 0.3 MG / calcium carbonate 100 MG / calcium pantothenate 7 MG / folic acid 1 MG / niacin 25 MG / pyridoxine hydrochloride 30 MG / riboflavin 5 MG / succinic acid 150 MG / thiamine hydrochloride 5 MG / vitamin B12 0.01...,1102207,RxNorm
1781410,stavudine 40 MG Oral Capsule [Zerit],152944,RxNorm
19030385,Fioricet,175184,RxNorm
40173388,doxepin 6 MG Oral Tablet,966793,RxNorm
981780,adapalene 1 MG/ML Topical Cream,313852,RxNorm
1738607,doxycycline 50 MG,328259,RxNorm
938205,camphor,1952,RxNorm
836715,temazepam,10355,RxNorm
1342504,trandolapril 4 MG,316848,RxNorm
40165791,enalapril maleate 5 MG [Vasotec],858814,RxNorm
19083036,metoprolol 100 MG,328470,RxNorm
1308033,verapamil 180 MG,328823,RxNorm
46287617,midazolam Injection,1666797,RxNorm
40240188,naproxen sodium 220 MG Oral Capsule [Aleve],1112233,RxNorm
1359548,lapatinib,480167,RxNorm
1769390,nevirapine 200 MG Oral Tablet,199422,RxNorm
40244466,ruxolitinib 10 MG Oral Tablet,1193331,RxNorm
1589573,levonorgestrel 1.5 MG Oral Tablet,483325,RxNorm
40238136,docosahexaenoic acid 1000 MG / omega-3 acid ethyl esters (USP) 300 MG Delayed Release Oral Capsule,1098905,RxNorm
35606561,250 ML dopamine hydrochloride 0.8 MG/ML Injection,1743869,RxNorm
19098454,voriconazole 200 MG Injection [Vfend],352220,RxNorm
40227141,lidocaine hydrochloride 8 MG/ML,1011251,RxNorm
40237540,0.5 ML chondroitin sulfates 40 MG/ML / sodium hyaluronate 30 MG/ML Prefilled Syringe [Viscoat],1098139,RxNorm
19078137,hydrochlorothiazide 25 MG / quinapril 20 MG Oral Tablet,310809,RxNorm
19079088,nizatidine 150 MG Oral Capsule,312025,RxNorm
19036797,tolvaptan,358257,RxNorm
529076,"L1 protein, human papillomavirus type 11 vaccine",798262,RxNorm
35606167,4 ML amikacin 250 MG/ML Injection,1723160,RxNorm
43532975,24 HR tacrolimus 5 MG Extended Release Oral Capsule [Astagraf],1431987,RxNorm
45032152,BIO GLO OPTH STRIPS,17238090030,NDC
42900100,titanium,1305547,RxNorm
1354860,flecainide,4441,RxNorm
703253,24 HR paliperidone 9 MG Extended Release Oral Tablet [Invega],686445,RxNorm
19092936,magnesium chloride 535 MG Delayed Release Oral Tablet [Mag 64],829384,RxNorm
42709307,psyllium 3500 MG Powder for Oral Suspension [Hydrocil],1290918,RxNorm
19006208,lamotrigine 25 MG Oral Tablet [Lamictal],105019,RxNorm
40163562,warfarin sodium 6 MG Oral Tablet [Jantoven],855342,RxNorm
40164160,bromocriptine 0.8 MG Oral Tablet,859077,RxNorm
1174950,hydrocodone 5 MG,317641,RxNorm
42901924,84 HR estradiol 0.00156 MG/HR Transdermal System [Minivelle],1356979,RxNorm
19131082,alanine 10.4 MG/ML / arginine 5.75 MG/ML / calcium chloride 0.004 MEQ/ML / dibasic potassium phosphate 2.61 MG/ML / glucose 150 MG/ML / glycine 5.15 MG/ML / histidine 2.4 MG/ML / isoleucine 3 MG/ML / leucine 3.65 MG/ML / lysine 2.9 MG/ML / magnesium ch...,801021,RxNorm
19057782,calcium acetate 0.5 MEQ/ML Injectable Solution,240425,RxNorm
905230,methoxsalen 0.02 MG/ML Injectable Solution,282561,RxNorm
19003206,iopromide,27781,RxNorm
1551201,prednisone 1 MG,317475,RxNorm
19088941,mupirocin 0.02 MG/MG [Bactroban],563355,RxNorm
1334459,ramipril 2.5 MG Oral Capsule,198188,RxNorm
42708477,cupric oxide 1.5 MG / folic acid 0.5 MG / niacinamide 750 MG / zinc oxide 25 MG Oral Tablet [Nicomide],1246066,RxNorm
42709286,24 HR rotigotine 0.0417 MG/HR Transdermal System,1251912,RxNorm
40237441,desipramine hydrochloride 50 MG Oral Tablet,1099304,RxNorm
40221326,2 ML diazepam 5 MG/ML Auto-Injector,1807452,RxNorm
43560673,vitamin B12 2.5 MG Oral Lozenge,1437717,RxNorm
46276197,Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine / Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine / Neisseria meningitidis serogroup W-135 oligosaccharide dip...,1657356,RxNorm
35603902,dexrazoxane 500 MG Injection [Zinecard],1736592,RxNorm
35604261,15 ML irinotecan hydrochloride 20 MG/ML Injection,1726333,RxNorm
948515,polyethylene glycols,8516,RxNorm
19018876,cimetidine 800 MG Oral Tablet,197508,RxNorm
1317676,telmisartan 20 MG Oral Tablet [Micardis],284531,RxNorm
1103375,valdecoxib 10 MG Oral Tablet,349319,RxNorm
40165031,levonorgestrel 1.5 MG Oral Tablet [Plan B One-Step],858079,RxNorm
40078847,sodium bicarbonate Injectable Solution,373896,RxNorm
40244400,100 ML levetiracetam 15 MG/ML Injection,1193360,RxNorm
724893,"influenza, Southern Hemisphere, unspecified formulation",194,CVX
19039331,sevoflurane 1000 MG/ML Inhalation Solution [Ultane],541963,RxNorm
19058160,citalopram 40 MG [Celexa],573241,RxNorm
19120966,desloratadine 5 MG [Clarinex],575830,RxNorm
19125104,salicylic acid 60 MG/ML Medicated Shampoo,667904,RxNorm
40163008,colistin 3 MG/ML / hydrocortisone 10 MG/ML / neomycin 3.3 MG/ML / thonzonium bromide 0.5 MG/ML Otic Suspension [Cortisporin-TC],854997,RxNorm
40162382,econazole nitrate 10 MG/ML Topical Cream [Spectazole],857368,RxNorm
40166398,Abuse-Deterrent morphine sulfate 30 MG / naltrexone hydrochloride 1.2 MG Extended Release Oral Capsule,863850,RxNorm
43527218,{28 (norethindrone 0.35 MG Oral Tablet) } Pack [Jencycla 28 Day],1422896,RxNorm
43560431,24 HR topiramate 200 MG Extended Release Oral Capsule,1437288,RxNorm
35605898,"500 ML albumin human, USP 50 MG/ML Injection [Albutein]",1741424,RxNorm
1593401,crisaborole 0.02 MG/MG Topical Ointment,1865957,RxNorm
1366753,84 HR estradiol 0.00417 MG/HR Transdermal System [Dotti],2110786,RxNorm
19136162,methicillin sodium 90 MG/ML Injectable Solution,311619,RxNorm
40236451,methylphenidate hydrochloride 20 MG [Ritalin],1091166,RxNorm
43014239,pomalidomide 1 MG Oral Capsule,1369718,RxNorm
1361670,5 ML bupivacaine hydrochloride 5 MG/ML Injection,2178760,RxNorm
19048663,chlorzoxazone 500 MG Oral Tablet [Parafon Forte DSC],214097,RxNorm
40162835,bethanechol chloride 25 MG Oral Tablet,857328,RxNorm
1314005,atenolol 50 MG Oral Tablet [Tenormin],152414,RxNorm
792000,lorazepam 2 MG/ML Oral Solution,311376,RxNorm
19130793,alanine 8.8 MG/ML / arginine 4.89 MG/ML / glucose 50 MG/ML / glycine 4.38 MG/ML / histidine 2.04 MG/ML / isoleucine 2.55 MG/ML / leucine 3.11 MG/ML / lysine 2.47 MG/ML / methionine 1.7 MG/ML / phenylalanine 2.38 MG/ML / proline 2.89 MG/ML / serine 2.13...,800416,RxNorm
46275079,10 ML rituximab 10 MG/ML Injection [Rituxan],1657864,RxNorm
19131343,alanine 20.7 MG/ML / arginine 11.5 MG/ML / glycine 10.3 MG/ML / histidine 4.8 MG/ML / isoleucine 6 MG/ML / leucine 7.3 MG/ML / lysine 5.8 MG/ML / methionine 4 MG/ML / phenylalanine 5.6 MG/ML / proline 6.8 MG/ML / serine 5 MG/ML / threonine 4.2 MG/ML /...,801648,RxNorm
19098807,American ginseng root,259473,RxNorm
19081764,olanzapine 2.5 MG,316405,RxNorm
19117233,furosemide 20 MG [Lasix],565450,RxNorm
19053950,aspirin 400 MG / caffeine 32 MG [Anacin],571734,RxNorm
40225961,bupivacaine hydrochloride 5 MG/ML / epinephrine 0.005 MG/ML Injectable Solution [Marcaine with Epinephrine],1012388,RxNorm
19026978,lenalidomide 5 MG Oral Capsule [Revlimid],616116,RxNorm
40232737,oxycodone hydrochloride 20 MG/ML Oral Solution [Oxyfast],1050409,RxNorm
43560430,24 HR topiramate 100 MG Extended Release Oral Capsule [Trokendi],1437285,RxNorm
40187745,oxymorphone hydrochloride 10 MG Oral Tablet,977942,RxNorm
43011871,"heparin sodium, porcine 10000 UNT/ML Prefilled Syringe",1361854,RxNorm
19055363,candesartan cilexetil 16 MG [Atacand],639538,RxNorm
46276260,dichlorphenamide 50 MG Oral Tablet [Keveyis],1661799,RxNorm
42898500,buprenorphine 12 MG / naloxone 3 MG Sublingual Film [Suboxone],1307063,RxNorm
44785203,diclofenac sodium 20 MG/ML Topical Solution,1487074,RxNorm
44785568,benzoyl peroxide 50 MG/ML Topical Solution,1488689,RxNorm
35603292,cariprazine 4.5 MG Oral Capsule [Vraylar],1667674,RxNorm
35200380,loteprednol etabonate 10 MG/ML Ophthalmic Suspension [Inveltys],2055286,RxNorm
